airport_id;airport_name;airport_code;country;country_code;city
8169;St-Georges de lOyapock;OYP;French Guiana;GF;St Georges de lOyapock
8170;St-Laurent du Maroni;LDX;French Guiana;GF;St Laurent du Maroni
8171;St. John´s International Airport;YYT;Canada;CA;St. John's
8172;Stallings Field;ISO;United States;US;Kinston
8173;Stamford Rail STN;ZTF;United States;US;Westchester County
8174;Standiford Field;SDF;United States;US;Louisville
8175;Staniel Cay;TYM;Bahamas;BS;Staniel Cay
8176;Stansted;STN;United Kingdom;GB;London
8177;Stanthorpe;SNH;Australia;AU;Stanthorpe
8178;Stara Zagora;SZR;Bulgaria;BG;Stara Zagora
8179;Starcke;SQP;Australia;AU;Starcke
8180;State;BDY;United States;US;Bandon
8181;State;CHZ;United States;US;Chiloquin
8182;State;ESW;United States;US;Easton
8183;State;GOL;United States;US;Gold Beach
8184;State;HES;United States;US;Hermiston
8185;State;NPT;United States;US;Newport
8186;State;PFC;United States;US;Pacific City
8187;State;REO;United States;US;Rome
8188;State;SCB;United States;US;Scribner
8189;State;VSF;United States;US;Springfield
8190;States;JER;United Kingdom;GB;Jersey
8191;Station;QDU;Germany;DE;Dusseldorf
8192;Stauning Vestjyllands Airport;STA;Denmark;DK;Skjern
8193;Stavropol;STW;Russian Federation;RU;Stavropol
8194;Stawell;SWC;Australia;AU;Stawell
8195;Ste Catherine;CLY;France;FR;Calvi
8196;Ste Therese Point;YST;Canada;CA;Ste Therese Point
8197;Steamboat Springs;SBS;United States;US;Steamboat Springs
8198;Stebbins;WBB;United States;US;Stebbins
8199;Steel Pier Hlpt;JSL;United States;US;Atlantic City
8200;Steenkool;ZKL;Indonesia;ID;Steenkool
8201;Stefan Field;OFK;United States;US;Norfolk
8202;Stellar Air Park;SLJ;United States;US;Chandler
8203;Stephen Island;STF;Australia;AU;Stephen Island
8204;Stephens County;BKD;United States;US;Breckenridge
8205;Stephenville;YJT;Canada;CA;Stephenville
8206;Stevens Field;PGO;United States;US;Pagosa Springs
8207;Stevens Point;STE;United States;US;Stevens Point
8208;Stevens Village;SVS;United States;US;Stevens Village
8209;Stewart;ZST;Canada;CA;Stewart
8210;Stewart;SWF;United States;US;Newburgh
8211;Stewart Island;SZS;New Zealand-Aotearoa;NZ;Stewart Island
8212;Stinson Municipal;SSF;United States;US;San Antonio
8213;Stjordal Railway;XUU;Norway;NO;Stjordal
8214;Stockholm;SMP;Papua New Guinea;PG;Stockholm
8215;Stockton;SCK;United States;US;Sacramento
8216;Stoelmans Eiland;SMZ;Suriname;SR;Stoelmans Eiland
8217;Stokka;SSJ;Norway;NO;Sandnessjoen
8218;Stolport;RET;Norway;NO;Rost
8219;Stolport;VRY;Norway;NO;Vaeroy
8220;Stolport;VLO;United States;US;Vallejo
8221;Stony Rapids;YSF;Canada;CA;Stony Rapids
8222;Stony River;SRV;United States;US;Stony River
8223;Stord Airport;SRP;Norway;NO;Stord
8224;Storekvina Railway;XUV;Norway;NO;Storekvina
8225;Storen Railway;XUW;Norway;NO;Storen
8226;Stornoway;SYY;United Kingdom;GB;Stornoway
8227;Strachowice;WRO;Poland;PL;Wroclaw
8228;Strahan;SRN;Australia;AU;Strahan
8229;Strathmore;STH;Australia;AU;Strathmore
8230;Streaky Bay;KBY;Australia;AU;Streaky Bay
8231;Stronsay;SOY;United Kingdom;GB;Stronsay
8232;Stroud;SUD;United States;US;Stroud
8233;Strzhewoi;SWT;Russian Federation;RU;Strzhewoi
8234;Stuart Island;YRR;Canada;CA;Stuart Island
8235;Stuart Island;SSW;United States;US;Stuart Island
8236;Stung Treng;TNX;Cambodia;KH;Stung Treng
8237;Sturdee;YTC;Canada;CA;Sturdee
8238;Sturt Creek;SSK;Australia;AU;Sturt Creek
8239;Sturup;MMX;Sweden;SE;Malmo
8240;Stuttgart;SGT;United States;US;Stuttgart
8241;Stykkisholmur;SYK;Iceland;IS;Stykkisholmur
8242;Suabi;SBE;Papua New Guinea;PG;Suabi
8243;Suai;UAI;Indonesia;ID;Suai
8244;Suapan;SXN;Botswana;BW;Suapan
8245;Suavanao Airstrip;VAO;Solomon Islands;SB;Suavanao
8246;Sucre;SRE;Bolivia;BO;Sucre
8247;Sucua;SUQ;Ecuador;EC;Sucua
8248;Sud Corse;FSC;France;FR;Figari
8249;Sudbury;YSB;Canada;CA;Sudbury
8250;Sudbury Jct Rail Stn;XDY;Canada;CA;Sudbury
8251;Sudureyri;SUY;Iceland;IS;Sudureyri
8252;Suedbahnhof Rail;XWC;Austria;AT;Vienna
8253;Suffield;YSD;Canada;CA;Suffield
8254;Suffolk County;FOK;United States;US;Westhampton
8255;Sugar Land Municipal;SGR;United States;US;Sugar Land
8256;Sugimanuru;RAQ;Indonesia;ID;Raha
8257;Sui;SUL;Pakistan;PK;Sui
8258;Sui Fen He;FUD;China;CN;Sui Fen He
8259;Suia-Missu;SWM;Brazil;BR;Suia-Missu
8260;Sukhothai;THS;Thailand;PL;Sukhothai
8261;Suki;SKC;Papua New Guinea;PG;Suki
8262;Sukkur;SKZ;Pakistan;PK;Sukkur
8263;Sulaco;SCD;Honduras;HN;Sulaco
8264;Sulayel;SLF;Saudi Arabia;SA;Sulayel
8265;Sule;ULE;Papua New Guinea;PG;Sule
8266;Sullivan Bay;YTG;Canada;CA;Sullivan Bay
8267;Sullivan County Intl;MSV;United States;US;Monticello
8268;Sulphur Springs;SLR;United States;US;Sulphur Springs
8269;Sultan Abdul Aziz Shah;SZB;Malaysia;MY;Kuala Lumpur
8270;Sultan Ismail Intl;JHB;Malaysia;MY;Johor Bahru
8271;Sultan Mahmood;TGG;Malaysia;MY;Kuala Terengganu
8272;Sultan Taha Syarifudn;DJB;Indonesia;ID;Jambi
8273;Sumare;RWS;Brazil;BR;Sumare
8274;Sumbawanga;SUT;Tanzania;TZ;Sumbawanga
8275;Sumbe;NDD;Angola;AO;Sumbe
8276;Sumburgh;LSI;United Kingdom;GB;Shetland Islands
8277;Summer Beaver;SUR;Canada;CA;Summer Beaver
8278;Summerside;YSU;Canada;CA;Summerside
8279;Summit;UMM;United States;US;Summit
8280;Summit Lake;IUM;Canada;CA;Summit Lake
8281;Sumy;UMY;Ukraine;UA;Sumy
8282;Sun Moon Lake;SMT;Taiwan;TW;Sun Moon Lake
8283;Sun River;SUO;United States;US;Sun River
8284;Sun Valley;SUN;United States;US;Sun Valley
8285;Sunan;FNJ;Korea-North;KP;Pyongyang
8286;Sundsvall/Harnosand;SDL;Sweden;SE;Sundsvall
8287;Sung Shan;TSA;Taiwan;TW;Taipei
8288;Sungai Pakning;SEQ;Indonesia;ID;Sungai Pakning
8289;Sungei Tekai;GTK;Malaysia;MY;Sungei Tekai
8290;Sunyani;NYI;Ghana;GH;Sunyani
8291;Supadio;PNK;Indonesia;ID;Pontianak
8292;Sur;SUH;Oman;OM;Sur
8293;Sur Reina Sofia;TFS;Spain;ES;Tenerife
8294;Surat;STV;India;IN;Surat
8295;Surat Thani;URT;Thailand;TH;Surat Thani
8296;Surfdale;WIK;New Zealand-Aotearoa;NZ;Surfdale
8297;Surfers Paradise;SFP;Australia;AU;Surfers Paradise
8298;Surgut;SGC;Russian Federation;RU;Surgut
8299;Suria;SUZ;Papua New Guinea;PG;Suria
8300;Surigao;SUG;Philippines;PH;Surigao
8301;Surin;PXR;Thailand;TH;Surin
8302;Susanville;SVE;United States;US;Susanville
8303;Sussex County;GED;United States;US;Georgetown
8304;Suwon;SWU;Korea-South;KR;Suwon
8305;Suzhou;SZV;China;CN;Suzhou
8306;Svalbard;LYR;Norway;NO;Longyearbyen
8307;Svay Rieng;SVR;Cambodia;KH;Svay Rieng
8308;Sveg;EVG;Sweden;SE;Sveg
8309;Swakopmund;SWP;Namibia;NA;Swakopmund
8310;Swan Hill;SWH;Australia;AU;Swan Hill
8311;Swan River;ZJN;Canada;CA;Swan River
8312;Sweetwater;SWW;United States;US;Sweetwater
8313;Sweetwater County;RKS;United States;US;Rock Springs
8314;Swift Current;YYN;Canada;CA;Swift Current
8315;Swindon;SWI;United Kingdom;GB;Swindon
8316;Syangboche;SYH;Nepal;NP;Syangboche
8317;Sydney;YQY;Canada;CA;Sydney
8318;Sydney Bankstown;BWU;Australia;AU;Sydney
8319;Sydney Water Airport-Rose Bay;RSE;Australia;AU;Sydney
8320;Sydney West;SWZ;Australia;AU;Sydney
8321;Syktyvkar;SCW;Russian Federation;RU;Syktyvkar
8322;Sylvester;SYV;United States;US;Sylvester
8323;Syracuse Hancock International Airport;SYR;United States;US;Syracuse
8324;Syracuse NY Rail;ZYQ;United States;US;Syracuse
8325;Syros Island;JSY;Greece;GR;Syros Island
8326;T. F. Green Airport;PVD;United States;US;Providence
8327;Taabo;TBX;Ivory Coast;CI;Taabo
8328;Taba International;TCP;Egypt;EG;Taba
8329;Tabal;TBV;Marshall Islands;MH;Tabal
8330;Tabarka;TBJ;Tunisia;TN;Tabarka
8331;Tabas;TCX;Iran;IR;Tabas
8332;Tabibuga;TBA;Papua New Guinea;PG;Tabibuga
8333;Tabiteuea North;TBF;Kiribati;KI;Tabiteuea North
8334;Tabiteuea South;TSU;Kiribati;KI;Tabiteuea South
8335;Tablas;TBH;Philippines;PH;Tablas
8336;Tableland;TBL;Australia;AU;Tableland
8337;Tablon De Tamara;TTM;Colombia;CO;Tablon De Tamara
8338;Tabora;TBO;Tanzania;TZ;Tabora
8339;Tabou;TXU;Ivory Coast;CI;Tabou
8340;Tabriz;TBZ;Iran;IR;Tabriz
8341;Tabuaeran;TNV;Kiribati;KI;Tabuaeran
8342;Tabubil;TBG;Papua New Guinea;PG;Tabubil
8343;Tabuk;TUU;Saudi Arabia;SA;Tabuk
8344;Tacheng;TCG;China;CN;Tacheng
8345;Tachilek;THL;Myanmar;MM;Tachilek
8346;Tacna;TCQ;Peru;PE;Tacna
8347;Tacuarembo;TAW;Uruguay;UY;Tacuarembo
8348;Tadji;TAJ;Papua New Guinea;PG;Aitape
8349;Tadjoura;TDJ;Djibouti;DJ;Tadjoura
8350;Tadoule Lake;XTL;Canada;CA;Tadoule Lake
8351;Tafaraoui;TAF;Algeria;DZ;Oran
8352;Taftan;TFT;Pakistan;PK;Taftan
8353;Tagbilaran;TAG;Philippines;PH;Tagbilaran
8354;Tagbita;TGB;Philippines;PH;Tagbita
8355;Tagula;TGL;Papua New Guinea;PG;Tagula
8356;Taharoa;THH;New Zealand-Aotearoa;NZ;Taharoa
8357;Tahneta Pass;HNE;United States;US;Tahneta Pass Lodge
8358;Tahoua;THZ;Niger;NE;Tahoua
8359;Tahsis;ZTS;Canada;CA;Tahsis
8360;Tai Shan;ZCA;China;CN;Tai Shan
8361;Taichung;TXG;Taiwan;TW;Taichung
8362;Taif;TIF;Saudi Arabia;SA;Taif
8363;Tainan;TNN;Taiwan;TW;Tainan
8364;Taiping;TPG;Malaysia;MY;Taiping
8365;Taisha;TSC;Ecuador;EC;Taisha
8366;Taitung;TTT;Taiwan;TW;Taitung
8367;Taiyuan;TYN;China;CN;Taiyuan
8368;Tajima;TJH;Japan;JP;Toyooka
8369;Tajin;PAZ;Mexico;MX;Poza Rica
8370;Tak;TKT;Thailand;TH;Tak
8371;Takaka;KTF;New Zealand-Aotearoa;NZ;Takaka
8372;Takamatsu;TAK;Japan;JP;Takamatsu
8373;Takapoto;TKP;French Polynesia;PF;Takapoto
8374;Takaroa;TKX;French Polynesia;PF;Takaroa
8375;Takhli;TKH;Thailand;TH;Takhli
8376;Takoradi;TKD;Ghana;GH;Takoradi
8377;Takotna;TCT;United States;US;Takotna
8378;Taku SPB;TKL;United States;US;Taku Lodge
8379;Takume;TJN;French Polynesia;PF;Takume
8380;Talara;TYL;Peru;PE;Talara
8381;Talasea;TLW;Papua New Guinea;PG;Talasea
8382;Talaveral La Real;BJZ;Spain;ES;Badajoz
8383;Talca;TLX;Chile;CL;Talca
8384;Taldy-Kurgan;TDK;Kazakhstan;KZ;Taldy-Kurgan
8385;Talhar;BDN;Pakistan;PK;Badin
8386;Taliabu;TAX;Indonesia;ID;Taliabu
8387;Talkeetna;TKA;United States;US;Talkeetna
8388;Talknafjordur;TLK;Iceland;IS;Talknafjordur
8389;Talladega;ASN;United States;US;Talladega
8390;Tallahassee Regional Airport;TLH;United States;US;Tallahassee
8391;Tallard;GAT;France;FR;Gap
8392;Talmont;LSO;France;FR;Les Sables
8393;Taloyoak;YYH;Canada;CA;Taloyoak
8394;Taltal;TTC;Chile;CL;Taltal
8395;Taltheilei Narrows;GSL;Canada;CA;Taltheilei Narrows
8396;Taluqan;TQN;Afghanistan;AF;Taluqan
8397;Tamale;TML;Ghana;GH;Tamale
8398;Taman Negara;SXT;Malaysia;MY;Taman Negara
8399;Tamana Island;TMN;Kiribati;KI;Tamana Island
8400;Tamarindo;TNO;Costa Rica;CR;Tamarindo
8401;Tamatave;TMM;Madagascar;MG;Tamatave
8402;Tambacounda;TUD;Senegal;SN;Tambacounda
8403;Tambao;TMQ;Burkina Faso;BF;Tambao
8404;Tambohorano;WTA;Madagascar;MG;Tambohorano
8405;Tambor;TMU;Costa Rica;CR;Tambor
8406;Tambov;TBW;Russian Federation;RU;Tambov
8407;Tamchakett;THT;Mauritania;MR;Tamchakett
8408;Tame;TME;Colombia;CO;Tame
8409;Tamiami;TMB;United States;US;Miami
8410;Tamky;TMK;Viet Nam;VN;Tamky
8411;Tampa International;TPA;United States;US;Tampa
8412;Tampere-Pirkkala;TMP;Finland;FI;Tampere
8413;Tamuin;TSL;Mexico;MX;Tamuin
8414;Tamworth;TMW;Australia;AU;Tamworth
8415;Tan Son Nhat;SGN;Viet Nam;VN;Ho Chi Minh City
8416;Tan Tan;TTA;Morocco;MA;Tan Tan
8417;Tana Toraja;TTR;Indonesia;ID;Tana Toraja
8418;Tanah Grogot;TNB;Indonesia;ID;Tanah Grogot
8419;Tanahmerah;TMH;Indonesia;ID;Tanahmerah
8420;Tanalian Point;TPO;United States;US;Tanalian Point
8421;Tanandava;TDV;Madagascar;MG;Tanandava
8422;Tanbar;TXR;Australia;AU;Tanbar
8423;Tancredo Thomaz Faria;GPB;Brazil;BR;Guarapuava
8424;Tanda Tula;TDT;South Africa;ZA;Tanda Tula
8425;Tandag;TDG;Philippines;PH;Tandag
8426;Tandil;TDL;Argentina;AR;Tandil
8427;Tanegashima;TNE;Japan;JP;Tanegashima
8428;Tanga;TGT;Tanzania;TZ;Tanga
8429;Tangalooma;TAN;Australia;AU;Tangalooma
8430;Tangara da Serra;TGQ;Brazil;BR;Tangara da Serra
8431;Tanjung Balai;TJB;Indonesia;ID;Tanjung Balai
8432;Tanjung Pelepas Port;ZJT;Malaysia;MY;Tanjung Pelepas
8433;Tanjung Santan;TSX;Indonesia;ID;Tanjung Santan
8434;Tanjung Selor;TJS;Indonesia;ID;Tanjung Selor
8435;Tanjung Warukin;TJG;Indonesia;ID;Tanjung Warukin
8436;Tanna;TAH;Vanuatu;VU;Tanna
8437;Taormina Harbour;TFC;Italy;IT;Taormina
8438;Taos;TSM;United States;US;Taos
8439;Tapachula International;TAP;Mexico;MX;Tapachula
8440;Tapaktuan;TPK;Indonesia;ID;Tapaktuan
8441;Tapeta;TPT;Liberia;LR;Tapeta
8442;Tapini;TPI;Papua New Guinea;PG;Tapini
8443;Taplejung Suketar;TPJ;Nepal;NP;Taplejung
8444;Tara;XTR;Australia;AU;Tara
8445;Tarabo;TBQ;Papua New Guinea;PG;Tarabo
8446;Tarakan;TRK;Indonesia;ID;Tarakan
8447;Tarakbits;TRJ;Papua New Guinea;PG;Tarakbits
8448;Tarama;TRA;Japan;JP;Taramajima
8449;Tarapaca;TCD;Colombia;CO;Tarapaca
8450;Tarapaina;TAA;Solomon Islands;SB;Tarapaina
8451;Tarapoa;TPC;Ecuador;EC;Tarapoa
8452;Tarapoto;TPP;Peru;PE;Tarapoto
8453;Tarauaca;TRQ;Brazil;BR;Tarauaca
8454;Tarbela;TLB;Pakistan;PK;Tarbela
8455;Tarbes Ossun Lourdes;LDE;France;FR;Lourdes/Tarbes
8456;Tarcoola;TAQ;Australia;AU;Tarcoola
8457;Taree;TRO;Australia;AU;Taree
8458;Tarfaya;TFY;Morocco;MA;Tarfaya
8459;Targovishte;TGV;Bulgaria;BG;Targovishte
8460;Tari;TIZ;Papua New Guinea;PG;Tari
8461;Tarija;TJA;Bolivia;BO;Tarija
8462;Taroom;XTO;Australia;AU;Taroom
8463;Tartagal;TTG;Argentina;AR;Tartagal
8464;Tartu;TAY;Estonia;EE;Tartu
8465;Tasiilaq;AGM;Greenland;GL;Tasiilaq
8466;Tasikmalaya;TSY;Indonesia;ID;Tasikmalaya
8467;Tasiujuaq;YTQ;Canada;CA;Tasiujuaq
8468;Taskul;TSK;Papua New Guinea;PG;Taskul
8469;Tasu;YTU;Canada;CA;Tasu
8470;Tatakoto;TKV;French Polynesia;PF;Tatakoto
8471;Tatalina AFS;TLJ;United States;US;Tatalina
8472;Tatitlek;TEK;United States;US;Tatitlek
8473;Tau;TAV;American Samoa;AS;Tau
8474;Taupo;TUO;New Zealand-Aotearoa;NZ;Taupo
8475;Tauramena;TAU;Colombia;CO;Tauramena
8476;Tauranga City;TRG;New Zealand-Aotearoa;NZ;Tauranga
8477;Tauta;TUT;Papua New Guinea;PG;Tauta
8478;Tavaux;DLE;France;FR;Dole
8479;Tawa;TWY;Papua New Guinea;PG;Tawa
8480;Tawau;TWU;Malaysia;MY;Tawau
8481;Tawitawi;TWT;Philippines;PH;Tawitawi
8482;Taylor;TWE;United States;US;Taylor
8483;Taylor;TYZ;United States;US;Taylor
8484;Taylor Field;OCF;United States;US;Ocala
8485;Tbessa;TEE;Algeria;DZ;Tbessa
8486;Tchibanga;TCH;Gabon;GA;Tchibanga
8487;Tchien;THC;Liberia;LR;Tchien
8488;Technology Park;JAE;United States;US;Atlanta
8489;Ted Stevens Anchorage Int'l;ANC;United States;US;Anchorage
8490;Tefe;TFF;Brazil;BR;Tefe
8491;Tegel;TXL;Germany;DE;Berlin
8492;Tehuacan;TCN;Mexico;MX;Tehuacan
8493;Teixeira de Freitas;TXF;Brazil;BR;Teixeira de Freitas
8494;Tekadu;TKB;Papua New Guinea;PG;Tekadu
8495;Tekin;TKW;Papua New Guinea;PG;Tekin
8496;Tela;TEA;Honduras;HN;Tela
8497;Telefomin;TFM;Papua New Guinea;PG;Telefomin
8498;Telegraph Creek;YTX;Canada;CA;Telegraph Creek
8499;Telegraph Harbour;YBQ;Canada;CA;Telegraph Harbour
8500;Telemaco Borba;TEC;Brazil;BR;Telemaco Borba
8501;Telfair-Wheeler;MQW;United States;US;Mc Rae
8502;Telfer;TEF;Australia;AU;Telfer
8503;Telida;TLF;United States;US;Telida
8504;Teller;TLA;United States;US;Teller
8505;Telluride;TEX;United States;US;Telluride
8506;Telupid;TEL;Malaysia;MY;Telupid
8507;Temae;MOZ;French Polynesia;PF;Moorea
8508;Teminabuan;TXM;Indonesia;ID;Teminabuan
8509;Temora;TEM;Australia;AU;Temora
8510;Tempelhof;THF;Germany;DE;Berlin
8511;Ten. Vidal;GXQ;Chile;CL;Coyhaique
8512;Tenakee SPB;TKE;United States;US;Tenakee Springs
8513;Teniente J. Gallardo;PNT;Chile;CL;Puerto Natales
8514;Teniente Prim Alarcon;ENO;Paraguay;PY;Encarnacion
8515;Teniente R. Marsh;TNM;;AQ;Teniente R. Marsh
8516;Teniente Vidal;BBA;Chile;CL;Balmaceda
8517;Tenkodogo;TEG;Burkina Faso;BF;Tenkodogo
8518;Tennant Creek;TCA;Australia;AU;Tennant Creek
8519;Teofilo Otoni;TFL;Brazil;BR;Teofilo Otoni
8520;Tepic;TPQ;Mexico;MX;Tepic
8521;Tepoe Airstrip;KCB;Suriname;SR;Kasikasima
8522;Teptep;TEP;Papua New Guinea;PG;Teptep
8523;Tepual;PMC;Chile;CL;Puerto Montt
8524;Teraina;TNQ;Kiribati;KI;Teraina
8525;Terapo;TEO;Papua New Guinea;PG;Terapo
8526;Teresina;THE;Brazil;BR;Teresina
8527;Termez;TMJ;Uzbekistan;UZ;Termez
8528;Termini Rail Stn.;XRJ;Italy;IT;Rome
8529;Ternopol;TNL;Ukraine;UA;Ternopol
8530;Terrace;YXT;Canada;CA;Terrace
8531;Terrace Bay;YTJ;Canada;CA;Terrace Bay
8532;Terrace Bay;TCY;Namibia;NA;Terrace Bay
8533;Terre-de-Bas;HTB;Guadeloupe;GP;Terre-de-Bas
8534;Terre-de-Haut;LSS;Guadeloupe;GP;Terre-de-Haut
8535;Terrebonne;HUM;United States;US;Houma
8536;Terrell Field;TRL;United States;US;Terrell
8537;Teslin;YZW;Canada;CA;Teslin
8538;Tessenei;TES;;ER;Tessenei
8539;Test Range;XSD;United States;US;Tonopah
8540;Tetabedi;TDB;Papua New Guinea;PG;Tetabedi
8541;Tete;TCV;Mozambique;MZ;Tete
8542;Tete-a-La Baleine;ZTB;Canada;CA;Tete-a-La Baleine
8543;Teterboro;TEB;United States;US;Teterboro
8544;Tetiaroa Is;TTI;French Polynesia;PF;Tetiaroa Is
8545;Tetlin;TEH;United States;US;Tetlin
8546;Tewantin;TWN;Australia;AU;Tewantin
8547;Tezu;TEI;India;IN;Tezu
8548;TGV Station;XZV;France;FR;Toulon
8549;Thaba Nchu;TCU;South Africa;ZA;Thaba Nchu
8550;Thaba-Tseka;THB;Lesotho;LS;Thaba-Tseka
8551;Thakhek;THK;Laos;LA;Thakhek
8552;Thakurgaon;TKR;Bangladesh;BD;Thakurgaon
8553;Thalerhof;GRZ;Austria;AT;Graz
8554;Thames;TMZ;New Zealand-Aotearoa;NZ;Thames
8555;Thandwe;SNW;Myanmar;MM;Thandwe
8556;Thangool;THG;Australia;AU;Thangool
8557;Thanjavur;TJV;India;IN;Thanjavur
8558;Thargomindah;XTG;Australia;AU;Thargomindah
8559;The Blaye;ACI;United Kingdom;GB;Alderney
8560;The City Heliport;JOR;United States;US;Orange
8561;The Dalles;DLS;United States;US;The Dalles
8562;The Hattiesburg-Bobby L. Chain Mun.;HBG;United States;US;Hattiesburg
8563;The Pas;YQD;Canada;CA;The Pas
8564;Theda Station;TDN;Australia;AU;Theda
8565;Theodore;TDR;Australia;AU;Theodore
8566;Thermal;TRM;United States;US;Thermal
8567;Thessaloniki International Airport 'Makedonia';SKG;Greece;GR;Thessaloniki
8568;Thicket Portage;YTD;Canada;CA;Thicket Portage
8569;Thingeyri;TEY;Iceland;IS;Thingeyri
8570;Thira;JTR;Greece;GR;Thira
8571;Thisted;TED;Denmark;DK;Thisted
8572;Thohoyandou;THY;South Africa;ZA;Thohoyandou
8573;Thomas C Russell Fld;ALX;United States;US;Alexander City
8574;Thomasville;MGR;United States;US;Moultrie
8575;Thompson;YTH;Canada;CA;Thompson
8576;Thompson-Robbins;HEE;United States;US;Helena
8577;Thompsonfield;THM;United States;US;Thompsonfield
8578;Thorne Bay;KTB;United States;US;Thorne Bay
8579;Thorshofn;THO;Iceland;IS;Thorshofn
8580;Thumrait;TTH;Oman;OM;Thumrait
8581;Thunder Bay;YQT;Canada;CA;Thunder Bay
8582;Thursday Island;TIS;Australia;AU;Thursday Island
8583;Thylungra;TYG;Australia;AU;Thylungra
8584;Tianjin;TSN;China;CN;Tianjin
8585;Tibooburra;TYB;Australia;AU;Tibooburra
8586;Tibu;TIB;Colombia;CO;Tibu
8587;Ticantiki;TJC;Panama;PA;Ticantiki
8588;Tichitt;THI;Mauritania;MR;Tichitt
8589;Tidjikja;TIY;Mauritania;MR;Tidjikja
8590;Tifalmin;TFB;Papua New Guinea;PG;Tifalmin
8591;Tiga;TGJ;New Caledonia;NC;Tiga
8592;Tignes;TGF;France;FR;Tignes
8593;Tikapur;TPU;Nepal;NP;Tikapur
8594;Tikehau Atoll;TIH;French Polynesia;PF;Tikehau Atoll
8595;Tiko;TKC;Cameroon;CM;Tiko
8596;Tikrit;XTV;Iraq;IQ;Tikrit
8597;Tiksi;IKS;Russian Federation;RU;Tiksi
8598;Tilin;TIO;Myanmar;MM;Tilin
8599;Timaru;TIU;New Zealand-Aotearoa;NZ;Timaru
8600;Timbedra;TMD;Mauritania;MR;Timbedra
8601;Timber Creek;TBK;Australia;AU;Timber Creek
8602;Timbiqui;TBD;Colombia;CO;Timbiqui
8603;Timbunke;TBE;Papua New Guinea;PG;Timbunke
8604;Timika;TIM;Indonesia;ID;Tembagapura
8605;Timimoun;TMX;Algeria;DZ;Timimoun
8606;Timisoara-Traian Vuia International;TSR;Romania;RO;Timisoara
8607;Timmins;YTS;Canada;CA;Timmins
8608;Tin City AFS;TNC;United States;US;Tin City
8609;Tinak Island;TIC;Marshall Islands;MH;Tinak Island
8610;Tinboli Airport;TCK;Papua New Guinea;PG;Tinboli
8611;Tindal;KTR;Australia;AU;Katherine
8612;Tindouf;TIN;Algeria;DZ;Tindouf
8613;Tingo Maria;TGI;Peru;PE;Tingo Maria
8614;Tingrela;TGX;Ivory Coast;CI;Tingrela
8615;Tingwon;TIG;Papua New Guinea;PG;Tingwon
8616;Tinian;TIQ;Northern Mariana Islands;MP;Tinian
8617;Tinker AFB;TIK;United States;US;Oklahoma City
8618;Tinson;KTP;Jamaica;JM;Kingston
8619;Tiom;TMY;Indonesia;ID;Tiom
8620;Tioman;TOD;Malaysia;MY;Tioman
8621;Tippi;TIE;Ethiopia;ET;Tippi
8622;Tipton AAF;FME;United States;US;Fort Meade
8623;Tiputini;TPN;Ecuador;EC;Tiputini
8624;Tiree;TRE;United Kingdom;GB;Tiree
8625;Tirgu Mures;TGM;Romania;RO;Tirgu Mures
8626;Tirinkot;TII;Afghanistan;AF;Tirinkot
8627;Tirstrup;AAR;Denmark;DK;Aarhus
8628;Tirupati;TIR;India;IN;Tirupati
8629;Tisdale;YTT;Canada;CA;Tisdale
8630;Tito Menniti;REG;Italy;IT;Reggio Calabria
8631;Tivat;TIV;Serbia And Montenegro;CS;Tivat
8632;Tizimin;TZM;Mexico;MX;Tizimin
8633;Tjilik Riwut;TMC;Indonesia;ID;Tambolaka
8634;Tlokoeng;TKO;Lesotho;LS;Tlokoeng
8635;Tobermorey;TYP;Australia;AU;Tobermorey
8636;Tobolsk;TOX;Russian Federation;RU;Tobolsk
8637;Tobruk;TOB;Libya;LY;Tobruk
8638;Toccoa;TOC;United States;US;Toccoa
8639;Tocoa;TCF;Honduras;HN;Tocoa
8640;Tocumen International;PTY;Panama;PA;Panama City
8641;Tocumwal;TCW;Australia;AU;Tocumwal
8642;Tofino Airport;YAZ;Canada;CA;Tofino
8643;Togiak Fish;GFB;United States;US;Togiak Fish
8644;Togiak Village;TOG;United States;US;Togiak Village
8645;Tohid;TEW;Iran;IR;Tohid
8646;Tok;TKJ;United States;US;Tok
8647;Tokat;TJK;Turkey;TR;Tokat
8648;Tokeen;TKI;United States;US;Tokeen
8649;Tokoroa;TKZ;New Zealand-Aotearoa;NZ;Tokoroa
8650;Toksook Bay;OOK;United States;US;Toksook Bay
8651;Tokua;RAB;Papua New Guinea;PG;Rabaul
8652;Tokunoshima;TKN;Japan;JP;Tokunoshima
8653;Tokushima;TKS;Japan;JP;Tokushima
8654;Tol;TLO;Papua New Guinea;PG;Tol
8655;Toledo;TOW;Brazil;BR;Toledo
8656;Toledo;TDZ;United States;US;Toledo
8657;Tolitoli;TLI;Indonesia;ID;Tolitoli
8658;Tolmachevo;OVB;Russian Federation;RU;Novosibirsk
8659;Tolotio;GTO;Indonesia;ID;Gorontalo
8660;Tolu;TLU;Colombia;CO;Tolu
8661;Toluca;TLC;Mexico;MX;Toluca
8662;Tom Price;TPR;Australia;AU;Tom Price
8663;Tomanggong;TMG;Malaysia;MY;Tomanggong
8664;Tombouctou;TOM;Mali;ML;Tombouctou
8665;Tompkins County;ITH;United States;US;Ithaca
8666;Tomsk;TOF;Russian Federation;RU;Tomsk
